epoch,itr,loss,loss-jepa,reg-loss,enc-grad-norm,pred-grad-norm,gpu-time(ms),wall-time(ms)
6,10,0.14127,0.14127,0.82324,0.00000,0.00000,305,312
6,11,0.14002,0.14002,0.83008,0.00000,0.00000,274,281
6,12,0.16251,0.16251,0.81982,0.00000,0.00000,313,320
6,13,0.14558,0.14558,0.82812,0.00000,0.00000,286,293
6,14,0.14974,0.14974,0.82520,0.00000,0.00000,281,288
6,15,0.14054,0.14054,0.82324,0.00000,0.00000,312,318
6,16,0.14254,0.14254,0.81738,0.00000,0.00000,284,291
6,17,0.13435,0.13435,0.82617,0.00000,0.00000,289,296
6,18,0.09768,0.09768,0.84033,0.00000,0.00000,289,296
6,19,0.13373,0.13373,0.83545,0.00000,0.00000,282,289
6,20,0.15180,0.15180,0.81738,0.00000,0.00000,293,300
6,21,0.11223,0.11223,0.82471,0.00000,0.00000,287,294
6,22,0.11620,0.11620,0.82178,0.00000,0.00000,302,309
6,23,0.13423,0.13423,0.83838,0.00000,0.00000,300,307
6,24,0.10388,0.10388,0.84521,0.00000,0.00000,299,306
6,25,0.16193,0.16193,0.84180,0.00000,0.00000,304,311
6,26,0.20995,0.20995,0.83496,0.00000,0.00000,298,305
6,27,0.14804,0.14804,0.80957,0.00000,0.00000,278,285
6,28,0.15006,0.15006,0.79297,0.00000,0.00000,290,297
6,29,0.14160,0.14160,0.81738,0.00000,0.00000,300,307
6,30,0.16460,0.16460,0.82129,0.00000,0.00000,290,296
6,31,0.11017,0.11017,0.82861,0.00000,0.00000,305,312
6,32,0.16816,0.16816,0.82764,0.00000,0.00000,291,298
6,33,0.12223,0.12223,0.83105,0.00000,0.00000,304,311
6,34,0.18234,0.18234,0.82422,0.00000,0.00000,278,284
6,35,0.13068,0.13068,0.81494,0.00000,0.00000,304,311
6,36,0.12928,0.12928,0.81494,0.00000,0.00000,283,290
6,37,0.17995,0.17995,0.80957,0.00000,0.00000,281,288
6,38,0.12168,0.12168,0.81152,0.00000,0.00000,286,293
6,39,0.13550,0.13550,0.81836,0.00000,0.00000,299,306
6,40,0.13956,0.13956,0.82080,0.00000,0.00000,273,280
6,41,0.19950,0.19950,0.82080,0.00000,0.00000,295,302
6,42,0.16373,0.16373,0.80371,0.00000,0.00000,323,330
6,43,0.14946,0.14946,0.80811,0.00000,0.00000,308,315
6,44,0.14462,0.14462,0.82031,0.00000,0.00000,305,312
7,0,0.13949,0.13949,0.82324,0.00000,0.00000,299,1259
7,1,0.15667,0.15667,0.82275,0.00000,0.00000,317,324
7,2,0.14801,0.14801,0.80518,0.00000,0.00000,322,329
7,3,0.13621,0.13621,0.80225,0.00000,0.00000,290,297
7,4,0.13909,0.13909,0.80957,0.00000,0.00000,309,316
7,5,0.16873,0.16873,0.81885,0.00000,0.00000,294,301
7,6,0.13639,0.13639,0.84082,0.00000,0.00000,302,309
7,7,0.15101,0.15101,0.82764,0.00000,0.00000,288,295
7,8,0.15874,0.15874,0.82373,0.00000,0.00000,322,329
7,9,0.13628,0.13628,0.81104,0.00000,0.00000,313,320
7,10,0.13520,0.13520,0.80371,0.00000,0.00000,282,289
7,11,0.15078,0.15078,0.80322,0.00000,0.00000,292,299
7,12,0.14502,0.14502,0.81445,0.00000,0.00000,295,302
7,13,0.14420,0.14420,0.81055,0.00000,0.00000,301,308
7,14,0.10511,0.10511,0.82666,0.00000,0.00000,274,281
7,15,0.11935,0.11935,0.81885,0.00000,0.00000,287,295
7,16,0.16394,0.16394,0.83936,0.00000,0.00000,305,312
7,17,0.16898,0.16898,0.83936,0.00000,0.00000,293,300
7,18,0.20859,0.20859,0.81885,0.00000,0.00000,320,327
7,19,0.16018,0.16018,0.81201,0.00000,0.00000,300,307
7,20,0.14891,0.14891,0.80127,0.00000,0.00000,291,298
7,21,0.17068,0.17068,0.79980,0.00000,0.00000,303,310
7,22,0.14726,0.14726,0.82617,0.00000,0.00000,305,312
7,23,0.13956,0.13956,0.82959,0.00000,0.00000,272,279
7,24,0.16183,0.16183,0.83887,0.00000,0.00000,293,300
7,25,0.14810,0.14810,0.82959,0.00000,0.00000,306,313
7,26,0.14342,0.14342,0.82715,0.00000,0.00000,276,283
7,27,0.15363,0.15363,0.81787,0.00000,0.00000,296,303
7,28,0.15690,0.15690,0.80908,0.00000,0.00000,298,305
7,29,0.13931,0.13931,0.80762,0.00000,0.00000,298,305
7,30,0.15688,0.15688,0.80127,0.00000,0.00000,306,313
7,31,0.20714,0.20714,0.79492,0.00000,0.00000,290,297
7,32,0.14098,0.14098,0.80664,0.00000,0.00000,295,302
7,33,0.14267,0.14267,0.80566,0.00000,0.00000,295,301
7,34,0.11712,0.11712,0.82715,0.00000,0.00000,307,314
7,35,0.14148,0.14148,0.80811,0.00000,0.00000,295,302
7,36,0.11411,0.11411,0.83594,0.00000,0.00000,291,298
7,37,0.12491,0.12491,0.83496,0.00000,0.00000,299,306
7,38,0.15039,0.15039,0.83643,0.00000,0.00000,319,326
7,39,0.13858,0.13858,0.82422,0.00000,0.00000,294,301
7,40,0.12689,0.12689,0.81592,0.00000,0.00000,309,316
7,41,0.15423,0.15423,0.79785,0.00000,0.00000,288,295
7,42,0.18842,0.18842,0.77930,0.00000,0.00000,318,325
7,43,0.14115,0.14115,0.78027,0.00000,0.00000,297,303
7,44,0.19469,0.19469,0.78271,0.00000,0.00000,283,290
8,0,0.19320,0.19320,0.79492,0.00000,0.00000,318,1262
8,1,0.19160,0.19160,0.81152,0.00000,0.00000,344,351
8,2,0.17521,0.17521,0.82080,0.00000,0.00000,302,309
8,3,0.16813,0.16813,0.82227,0.00000,0.00000,301,308
8,4,0.22880,0.22880,0.82568,0.00000,0.00000,326,333
8,5,0.15632,0.15632,0.82373,0.00000,0.00000,280,287
8,6,0.17030,0.17030,0.82275,0.00000,0.00000,318,325
8,7,0.14149,0.14149,0.81494,0.00000,0.00000,297,304
8,8,0.14659,0.14659,0.79980,0.00000,0.00000,267,274
8,9,0.15695,0.15695,0.79932,0.00000,0.00000,299,306
8,10,0.15031,0.15031,0.79834,0.00000,0.00000,330,337
8,11,0.13742,0.13742,0.80371,0.00000,0.00000,317,324
8,12,0.13097,0.13097,0.80176,0.00000,0.00000,291,298
8,13,0.15007,0.15007,0.80322,0.00000,0.00000,326,333
8,14,0.13743,0.13743,0.81152,0.00000,0.00000,309,316
8,15,0.19538,0.19538,0.80566,0.00000,0.00000,307,314
8,16,0.16973,0.16973,0.81348,0.00000,0.00000,302,309
8,17,0.13578,0.13578,0.81787,0.00000,0.00000,279,286
8,18,0.14515,0.14515,0.81885,0.00000,0.00000,309,316
8,19,0.11834,0.11834,0.82324,0.00000,0.00000,305,312
8,20,0.14977,0.14977,0.81787,0.00000,0.00000,315,322
8,21,0.17623,0.17623,0.81543,0.00000,0.00000,293,300
8,22,0.19885,0.19885,0.80078,0.00000,0.00000,317,324
8,23,0.19968,0.19968,0.79736,0.00000,0.00000,298,305
8,24,0.16913,0.16913,0.79492,0.00000,0.00000,302,309
8,25,0.14585,0.14585,0.77832,0.00000,0.00000,308,315
8,26,0.14376,0.14376,0.79883,0.00000,0.00000,309,316
8,27,0.11574,0.11574,0.81689,0.00000,0.00000,334,341
8,28,0.18026,0.18026,0.81348,0.00000,0.00000,310,317
8,29,0.14363,0.14363,0.82129,0.00000,0.00000,290,297
8,30,0.17278,0.17278,0.81152,0.00000,0.00000,299,305
8,31,0.15648,0.15648,0.81006,0.00000,0.00000,319,325
8,32,0.15575,0.15575,0.78955,0.00000,0.00000,284,291
8,33,0.15387,0.15387,0.80273,0.00000,0.00000,303,310
8,34,0.24418,0.24418,0.78809,0.00000,0.00000,320,327
8,35,0.14496,0.14496,0.79639,0.00000,0.00000,301,308
8,36,0.13152,0.13152,0.80029,0.00000,0.00000,307,314
8,37,0.16769,0.16769,0.79004,0.00000,0.00000,283,290
8,38,0.25423,0.25423,0.78223,0.00000,0.00000,310,317
8,39,0.18084,0.18084,0.76660,0.00000,0.00000,311,317
8,40,0.17522,0.17522,0.73828,0.00000,0.00000,271,278
8,41,0.17509,0.17509,0.76074,0.00000,0.00000,311,318
8,42,0.19678,0.19678,0.83398,0.00000,0.00000,306,313
8,43,0.18016,0.18016,0.84814,0.00000,0.00000,297,304
8,44,0.15809,0.15809,0.85205,0.00000,0.00000,301,308
9,0,0.17886,0.17886,0.83789,0.00000,0.00000,309,1087
9,1,0.15082,0.15082,0.82031,0.00000,0.00000,297,304
9,2,0.20319,0.20319,0.80713,0.00000,0.00000,343,350
9,3,0.15608,0.15608,0.80273,0.00000,0.00000,284,291
9,4,0.20949,0.20949,0.79736,0.00000,0.00000,302,309
9,5,0.16263,0.16263,0.79248,0.00000,0.00000,307,314
9,6,0.15539,0.15539,0.79785,0.00000,0.00000,337,344
9,7,0.12269,0.12269,0.80322,0.00000,0.00000,292,299
9,8,0.15561,0.15561,0.80420,0.00000,0.00000,302,309
9,9,0.17757,0.17757,0.80225,0.00000,0.00000,295,302
9,10,0.18692,0.18692,0.81055,0.00000,0.00000,303,310
9,11,0.15191,0.15191,0.80029,0.00000,0.00000,308,315
9,12,0.17988,0.17988,0.78418,0.00000,0.00000,292,299
9,13,0.18399,0.18399,0.79102,0.00000,0.00000,287,294
9,14,0.19206,0.19206,0.77979,0.00000,0.00000,302,309
9,15,0.18395,0.18395,0.79541,0.00000,0.00000,294,300
9,16,0.17703,0.17703,0.81543,0.00000,0.00000,303,310
9,17,0.14055,0.14055,0.82520,0.00000,0.00000,321,328
9,18,0.15314,0.15314,0.81641,0.00000,0.00000,290,297
9,19,0.13720,0.13720,0.80859,0.00000,0.00000,302,309
9,20,0.19095,0.19095,0.81055,0.00000,0.00000,270,277
9,21,0.19986,0.19986,0.80713,0.00000,0.00000,311,318
9,22,0.21503,0.21503,0.78418,0.00000,0.00000,295,302
9,23,0.17242,0.17242,0.77148,0.00000,0.00000,310,317
9,24,0.18994,0.18994,0.74805,0.00000,0.00000,269,276
9,25,0.20199,0.20199,0.75000,0.00000,0.00000,300,307
9,26,0.18028,0.18028,0.75928,0.00000,0.00000,300,307
9,27,0.21888,0.21888,0.77490,0.00000,0.00000,284,291
9,28,0.21340,0.21340,0.77783,0.00000,0.00000,278,285
9,29,0.16291,0.16291,0.77344,0.00000,0.00000,287,294
9,30,0.23005,0.23005,0.76172,0.00000,0.00000,293,299
9,31,0.19279,0.19279,0.73584,0.00000,0.00000,312,319
9,32,0.19455,0.19455,0.72900,0.00000,0.00000,278,285
9,33,0.15752,0.15752,0.75586,0.00000,0.00000,295,301
9,34,0.15996,0.15996,0.77783,0.00000,0.00000,331,338
9,35,0.17152,0.17152,0.80127,0.00000,0.00000,283,290
9,36,0.21759,0.21759,0.83447,0.00000,0.00000,319,326
9,37,0.18139,0.18139,0.81396,0.00000,0.00000,291,298
9,38,0.22267,0.22267,0.81152,0.00000,0.00000,291,298
9,39,0.22452,0.22452,0.79834,0.00000,0.00000,299,306
9,40,0.20781,0.20781,0.79883,0.00000,0.00000,297,304
9,41,0.21237,0.21237,0.81592,0.00000,0.00000,310,316
9,42,0.17378,0.17378,0.80859,0.00000,0.00000,285,292
9,43,0.17518,0.17518,0.81494,0.00000,0.00000,277,284
9,44,0.16792,0.16792,0.81787,0.00000,0.00000,263,270
10,0,0.22014,0.22014,0.79199,0.00000,0.00000,310,1238
10,1,0.19490,0.19490,0.77783,0.00000,0.00000,314,325
10,2,0.20251,0.20251,0.77002,0.00000,0.00000,317,324
10,3,0.24495,0.24495,0.75488,0.00000,0.00000,297,304
10,4,0.20795,0.20795,0.75195,0.00000,0.00000,308,315
10,5,0.21099,0.21099,0.73389,0.00000,0.00000,296,303
10,6,0.22682,0.22682,0.73242,0.00000,0.00000,266,273
10,7,0.20331,0.20331,0.76904,0.00000,0.00000,317,324
10,8,0.19329,0.19329,0.77979,0.00000,0.00000,282,289
10,9,0.20418,0.20418,0.77979,0.00000,0.00000,316,324
10,10,0.16595,0.16595,0.78564,0.00000,0.00000,307,314
10,11,0.20985,0.20985,0.77344,0.00000,0.00000,286,293
10,12,0.14498,0.14498,0.78467,0.00000,0.00000,290,297
10,13,0.15987,0.15987,0.77734,0.00000,0.00000,299,306
10,14,0.21082,0.21082,0.76270,0.00000,0.00000,307,314
